Month,Day_Of_Month,Normal_Max_Temp_F,Normal_Max_Temp_C,Normal_Min_Temp_F,Normal_Min_Temp_C,Normal_Precipitation_IN,Normal_Precipitation_CM
7,16,90,32.2222222222222,73,22.7777777777778,0.15,0.381
7,17,90,32.2222222222222,73,22.7777777777778,0.15,0.381
7,18,90,32.2222222222222,73,22.7777777777778,0.14,0.3556
7,19,90,32.2222222222222,73,22.7777777777778,0.14,0.3556
7,20,90,32.2222222222222,73,22.7777777777778,0.13,0.3302
7,21,90,32.2222222222222,73,22.7777777777778,0.14,0.3556
7,22,90,32.2222222222222,73,22.7777777777778,0.14,0.3556
7,23,90,32.2222222222222,73,22.7777777777778,0.13,0.3302
7,24,90,32.2222222222222,73,22.7777777777778,0.13,0.3302
7,25,90,32.2222222222222,73,22.7777777777778,0.12,0.3048
7,26,90,32.2222222222222,73,22.7777777777778,0.13,0.3302
7,27,90,32.2222222222222,73,22.7777777777778,0.13,0.3302
7,28,89,31.6666666666667,73,22.7777777777778,0.12,0.3048
7,29,89,31.6666666666667,73,22.7777777777778,0.13,0.3302
7,30,89,31.6666666666667,72,22.2222222222222,0.13,0.3302
7,31,89,31.6666666666667,72,22.2222222222222,0.13,0.3302
8,1,89,31.6666666666667,72,22.2222222222222,0.11,0.2794
8,2,89,31.6666666666667,72,22.2222222222222,0.12,0.3048
8,3,89,31.6666666666667,72,22.2222222222222,0.11,0.2794
8,4,89,31.6666666666667,72,22.2222222222222,0.12,0.3048
8,5,89,31.6666666666667,72,22.2222222222222,0.11,0.2794
8,6,89,31.6666666666667,72,22.2222222222222,0.11,0.2794
8,7,89,31.6666666666667,72,22.2222222222222,0.11,0.2794
8,8,89,31.6666666666667,72,22.2222222222222,0.1,0.254
8,9,89,31.6666666666667,72,22.2222222222222,0.11,0.2794
8,10,89,31.6666666666667,72,22.2222222222222,0.1,0.254
8,11,89,31.6666666666667,72,22.2222222222222,0.09,0.2286
8,12,88,31.1111111111111,72,22.2222222222222,0.1,0.254
8,13,88,31.1111111111111,72,22.2222222222222,0.1,0.254
8,14,88,31.1111111111111,71,21.6666666666667,0.09,0.2286
8,15,88,31.1111111111111,71,21.6666666666667,0.1,0.254
8,16,88,31.1111111111111,71,21.6666666666667,0.1,0.254
8,17,88,31.1111111111111,71,21.6666666666667,0.1,0.254
8,18,88,31.1111111111111,71,21.6666666666667,0.1,0.254
8,19,88,31.1111111111111,71,21.6666666666667,0.1,0.254
8,20,88,31.1111111111111,71,21.6666666666667,0.1,0.254
8,21,87,30.5555555555556,71,21.6666666666667,0.1,0.254
8,22,87,30.5555555555556,71,21.6666666666667,0.1,0.254
8,23,87,30.5555555555556,70,21.1111111111111,0.11,0.2794
8,24,87,30.5555555555556,70,21.1111111111111,0.11,0.2794
8,25,87,30.5555555555556,70,21.1111111111111,0.11,0.2794
8,26,87,30.5555555555556,70,21.1111111111111,0.11,0.2794
8,27,86,30,70,21.1111111111111,0.11,0.2794
8,28,86,30,70,21.1111111111111,0.11,0.2794
8,29,86,30,69,20.5555555555556,0.1,0.254
8,30,86,30,69,20.5555555555556,0.11,0.2794
8,31,86,30,69,20.5555555555556,0.1,0.254
9,1,85,29.4444444444444,69,20.5555555555556,0.12,0.3048
9,2,85,29.4444444444444,68,20,0.13,0.3302
9,3,85,29.4444444444444,68,20,0.13,0.3302
9,4,85,29.4444444444444,68,20,0.13,0.3302
9,5,84,28.8888888888889,68,20,0.13,0.3302
9,6,84,28.8888888888889,67,19.4444444444444,0.12,0.3048
9,7,84,28.8888888888889,67,19.4444444444444,0.13,0.3302
9,8,83,28.3333333333333,67,19.4444444444444,0.13,0.3302
9,9,83,28.3333333333333,67,19.4444444444444,0.13,0.3302
9,10,83,28.3333333333333,66,18.8888888888889,0.13,0.3302
9,11,82,27.7777777777778,66,18.8888888888889,0.13,0.3302
9,12,82,27.7777777777778,66,18.8888888888889,0.13,0.3302
9,13,82,27.7777777777778,65,18.3333333333333,0.13,0.3302
9,14,81,27.2222222222222,65,18.3333333333333,0.14,0.3556
9,15,81,27.2222222222222,65,18.3333333333333,0.14,0.3556
9,16,81,27.2222222222222,64,17.7777777777778,0.15,0.381
9,17,80,26.6666666666667,64,17.7777777777778,0.14,0.3556
9,18,80,26.6666666666667,63,17.2222222222222,0.14,0.3556
9,19,80,26.6666666666667,63,17.2222222222222,0.14,0.3556
9,20,79,26.1111111111111,63,17.2222222222222,0.13,0.3302
9,21,79,26.1111111111111,62,16.6666666666667,0.13,0.3302
9,22,79,26.1111111111111,62,16.6666666666667,0.12,0.3048
9,23,78,25.5555555555556,62,16.6666666666667,0.12,0.3048
9,24,78,25.5555555555556,61,16.1111111111111,0.13,0.3302
9,25,77,25,61,16.1111111111111,0.12,0.3048
9,26,77,25,60,15.5555555555556,0.13,0.3302
9,27,77,25,60,15.5555555555556,0.13,0.3302
9,28,76,24.4444444444444,60,15.5555555555556,0.13,0.3302
9,29,76,24.4444444444444,59,15,0.13,0.3302
9,30,75,23.8888888888889,59,15,0.14,0.3556
10,1,75,23.8888888888889,58,14.4444444444444,0.12,0.3048
10,2,75,23.8888888888889,58,14.4444444444444,0.12,0.3048
10,3,74,23.3333333333333,58,14.4444444444444,0.12,0.3048
10,4,74,23.3333333333333,57,13.8888888888889,0.12,0.3048
10,5,74,23.3333333333333,57,13.8888888888889,0.12,0.3048
10,6,73,22.7777777777778,56,13.3333333333333,0.12,0.3048
10,7,73,22.7777777777778,56,13.3333333333333,0.12,0.3048
10,8,72,22.2222222222222,55,12.7777777777778,0.12,0.3048
10,9,72,22.2222222222222,55,12.7777777777778,0.11,0.2794
10,10,72,22.2222222222222,55,12.7777777777778,0.12,0.3048
10,11,71,21.6666666666667,54,12.2222222222222,0.11,0.2794
10,12,71,21.6666666666667,54,12.2222222222222,0.11,0.2794
10,13,71,21.6666666666667,53,11.6666666666667,0.12,0.3048
10,14,70,21.1111111111111,53,11.6666666666667,0.12,0.3048
10,15,70,21.1111111111111,53,11.6666666666667,0.12,0.3048
10,16,69,20.5555555555556,52,11.1111111111111,0.12,0.3048
10,17,69,20.5555555555556,52,11.1111111111111,0.12,0.3048
10,18,69,20.5555555555556,51,10.5555555555556,0.12,0.3048
10,19,68,20,51,10.5555555555556,0.12,0.3048
10,20,68,20,51,10.5555555555556,0.12,0.3048
10,21,68,20,50,10,0.13,0.3302
10,22,67,19.4444444444444,50,10,0.12,0.3048
10,23,67,19.4444444444444,49,9.44444444444444,0.11,0.2794
10,24,67,19.4444444444444,49,9.44444444444444,0.12,0.3048
10,25,66,18.8888888888889,49,9.44444444444444,0.12,0.3048
10,26,66,18.8888888888889,48,8.88888888888889,0.11,0.2794
10,27,65,18.3333333333333,48,8.88888888888889,0.12,0.3048
10,28,65,18.3333333333333,48,8.88888888888889,0.11,0.2794
10,29,65,18.3333333333333,47,8.33333333333333,0.12,0.3048
10,30,64,17.7777777777778,47,8.33333333333333,0.12,0.3048
10,31,64,17.7777777777778,46,7.77777777777778,0.11,0.2794
11,1,64,17.7777777777778,46,7.77777777777778,0.1,0.254
11,2,63,17.2222222222222,46,7.77777777777778,0.11,0.2794
11,3,63,17.2222222222222,45,7.22222222222222,0.11,0.2794
11,4,62,16.6666666666667,45,7.22222222222222,0.1,0.254
11,5,62,16.6666666666667,45,7.22222222222222,0.11,0.2794
11,6,62,16.6666666666667,44,6.66666666666667,0.1,0.254
11,7,61,16.1111111111111,44,6.66666666666667,0.1,0.254
11,8,61,16.1111111111111,44,6.66666666666667,0.1,0.254
11,9,61,16.1111111111111,43,6.11111111111111,0.1,0.254
11,10,60,15.5555555555556,43,6.11111111111111,0.1,0.254
11,11,60,15.5555555555556,43,6.11111111111111,0.09,0.2286
11,12,59,15,43,6.11111111111111,0.1,0.254
11,13,59,15,42,5.55555555555556,0.08,0.2032
11,14,59,15,42,5.55555555555556,0.09,0.2286
11,15,58,14.4444444444444,42,5.55555555555556,0.09,0.2286
11,16,58,14.4444444444444,41,5,0.09,0.2286
11,17,58,14.4444444444444,41,5,0.09,0.2286
11,18,57,13.8888888888889,41,5,0.09,0.2286
11,19,57,13.8888888888889,41,5,0.09,0.2286
11,20,57,13.8888888888889,40,4.44444444444444,0.1,0.254
11,21,56,13.3333333333333,40,4.44444444444444,0.09,0.2286
11,22,56,13.3333333333333,40,4.44444444444444,0.1,0.254
11,23,55,12.7777777777778,39,3.88888888888889,0.09,0.2286
11,24,55,12.7777777777778,39,3.88888888888889,0.1,0.254
11,25,55,12.7777777777778,39,3.88888888888889,0.1,0.254
11,26,54,12.2222222222222,39,3.88888888888889,0.1,0.254
11,27,54,12.2222222222222,38,3.33333333333333,0.1,0.254
11,28,54,12.2222222222222,38,3.33333333333333,0.09,0.2286
11,29,53,11.6666666666667,38,3.33333333333333,0.1,0.254
11,30,53,11.6666666666667,38,3.33333333333333,0.1,0.254
12,1,53,11.6666666666667,38,3.33333333333333,0.11,0.2794
12,2,53,11.6666666666667,37,2.77777777777778,0.11,0.2794
12,3,52,11.1111111111111,37,2.77777777777778,0.12,0.3048
12,4,52,11.1111111111111,37,2.77777777777778,0.11,0.2794
12,5,52,11.1111111111111,37,2.77777777777778,0.12,0.3048
12,6,51,10.5555555555556,36,2.22222222222222,0.12,0.3048
12,7,51,10.5555555555556,36,2.22222222222222,0.11,0.2794
12,8,51,10.5555555555556,36,2.22222222222222,0.12,0.3048
12,9,50,10,36,2.22222222222222,0.12,0.3048
12,10,50,10,36,2.22222222222222,0.12,0.3048
12,11,50,10,35,1.66666666666667,0.12,0.3048
12,12,50,10,35,1.66666666666667,0.12,0.3048
12,13,49,9.44444444444444,35,1.66666666666667,0.11,0.2794
12,14,49,9.44444444444444,35,1.66666666666667,0.12,0.3048
12,15,49,9.44444444444444,35,1.66666666666667,0.11,0.2794
12,16,49,9.44444444444444,34,1.11111111111111,0.11,0.2794
12,17,48,8.88888888888889,34,1.11111111111111,0.11,0.2794
12,18,48,8.88888888888889,34,1.11111111111111,0.12,0.3048
12,19,48,8.88888888888889,34,1.11111111111111,0.11,0.2794
12,20,48,8.88888888888889,34,1.11111111111111,0.1,0.254
12,21,47,8.33333333333333,34,1.11111111111111,0.11,0.2794
12,22,47,8.33333333333333,33,0.555555555555556,0.11,0.2794
12,23,47,8.33333333333333,33,0.555555555555556,0.11,0.2794
12,24,47,8.33333333333333,33,0.555555555555556,0.1,0.254
12,25,47,8.33333333333333,33,0.555555555555556,0.1,0.254
12,26,47,8.33333333333333,33,0.555555555555556,0.1,0.254
12,27,46,7.77777777777778,32,0,0.1,0.254
12,28,46,7.77777777777778,32,0,0.1,0.254
12,29,46,7.77777777777778,32,0,0.1,0.254
12,30,46,7.77777777777778,32,0,0.1,0.254
12,31,46,7.77777777777778,32,0,0.09,0.2286
